means	Presynaptic Neuron	Postsynaptic Neuron	g	tau_d	tau_r	tau_f	U
2938	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LIII-V Bipolar Pyramidal (+)223331	1.443964132	4.744061452	356.7439937	44.45601964	0.215498457
2939	EC LIII Pyramidal-Stellate (+)223200p	EC LIII-V Bipolar Pyramidal (+)223331	1.44520515	4.602873815	381.6073697	39.07951687	0.229471638
2940	EC LI-II Multipolar-Pyramidal (+)231000	EC LIII-V Bipolar Pyramidal (+)223331	1.441147091	4.851549213	316.8916146	50.34987734	0.225815729
2941	EC LIII-V Bipolar Pyramidal (+)223331	EC LIII-V Bipolar Pyramidal (+)223331	1.374832188	4.872632145	358.2718501	43.88712364	0.212283696
2942	EC LII Axo-Axonic (-)030000	EC LIII-V Bipolar Pyramidal (+)223331	1.480762184	6.597263455	606.2684391	22.41074478	0.203329215
2943	MEC LII Basket (-)031000	EC LIII-V Bipolar Pyramidal (+)223331	1.6225962	6.495173627	613.0223393	22.96121947	0.211741795
2944	EC LII Basket-Multipolar (-)230000	EC LIII-V Bipolar Pyramidal (+)223331	1.551779495	6.949373331	582.8365975	26.02115064	0.21312867
2945	MEC LIII Superficial Trilayered Interneuron (-)333000	EC LIII-V Bipolar Pyramidal (+)223331	1.516410015	6.585659087	590.4838912	23.38467627	0.220761385
2946	MEC LIII Superficial Multipolar Interneuron (-)233000	EC LIII-V Bipolar Pyramidal (+)223331	1.535997457	6.539480353	588.6010264	23.10443951	0.221465852
2947	MEC LIII Multipolar Interneuron (-)113220	EC LIII-V Bipolar Pyramidal (+)223331	1.522052041	6.707478502	590.5698733	23.2955658	0.221340094
2948	LEC LIII Multipolar Interneuron (-)023000	EC LIII-V Bipolar Pyramidal (+)223331	1.658195143	6.564041175	592.0334637	23.02180759	0.211164702
2949	EC LIII Pyramidal-Looking Interneuron (-)023300	EC LIII-V Bipolar Pyramidal (+)223331	1.617460038	6.573710643	590.637946	22.42302132	0.214122235
2950	CA1 Pyramidal (+)2223p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.443001337	3.910346662	296.891567	76.56811253	0.167683988
2951	SUB EC-Projecting Pyramidal (+)331p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.494418934	4.303882371	335.783237	43.86825967	0.216169028
2952	MEC LV Pyramidal (+)331131p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.506002683	4.695409647	378.9113432	39.48003319	0.228684874
2953	MEC LII Stellate (+)331111p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.343752334	4.536784225	343.7629181	48.47274867	0.211788188
2954	EC LI-II Pyramidal-Fan (+)331000p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.440358443	4.885662417	416.3137341	46.18279235	0.213788104
2955	MEC LIII Complex Pyramidal (+)313300	EC LIV-V Pyramidal-Horizontal (+)220233p	1.498468454	4.597714928	353.0667073	43.53457471	0.211111531
2956	LEC LIII Complex Pyramidal (+)233310	EC LIV-V Pyramidal-Horizontal (+)220233p	1.521548997	4.515605553	355.3679636	43.6961834	0.212812156
2957	MEC LII-III Pyramidal-Multiform (+)233111	EC LIV-V Pyramidal-Horizontal (+)220233p	1.208429694	5.525610109	381.4501243	51.80479596	0.193736402
2958	EC LIII Pyramidal (+)223111p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.520587303	4.169783164	353.7782517	43.29816274	0.218127079
2959	MEC LII Oblique Pyramidal (+)221100	EC LIV-V Pyramidal-Horizontal (+)220233p	1.406976525	4.924916461	309.9177184	40.74441309	0.236331741
2960	EC LV Deep Pyramidal (+)220033	EC LIV-V Pyramidal-Horizontal (+)220233p	1.487281054	4.448293989	347.6372732	44.66834085	0.214091088
2961	MEC LV Superficial Pyramidal (+)213330	EC LIV-V Pyramidal-Horizontal (+)220233p	1.440405453	4.538547876	349.9984874	42.07762887	0.212366424
2962	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LIV-V Pyramidal-Horizontal (+)220233p	1.490697676	4.635894801	357.7830543	42.74999538	0.211814971
2963	LEC LIII Multipolar Principal (+)113330	EC LIV-V Pyramidal-Horizontal (+)220233p	1.509558483	4.532384174	353.3326904	43.44030516	0.212620208
2964	MEC LIII Multipolar Principal (+)003310	EC LIV-V Pyramidal-Horizontal (+)220233p	1.507733	4.584805703	348.5542143	45.28311983	0.211715597
2965	MEC LV Multipolar-Pyramidal (+)001331	EC LIV-V Pyramidal-Horizontal (+)220233p	1.447664691	4.510596004	340.743606	43.97507003	0.212214144
2966	MEC LV-VI Pyramidal-Polymorphic (+)000023	EC LIV-V Pyramidal-Horizontal (+)220233p	1.439819445	4.496008602	355.1719564	46.03045229	0.21159514
2967	LEC LVI Multipolar-Pyramidal (+)001133	EC LIV-V Pyramidal-Horizontal (+)220233p	1.580572187	4.456198565	336.8671534	44.96780533	0.214253304
2968	EC LII-III Pyramidal-Tripolar (+)333000p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.408766854	4.661720307	564.7011769	36.12506012	0.204054336
2969	EC LIV-V Pyramidal-Horizontal (+)220233p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.456458985	4.629534554	385.3530796	50.11840682	0.222801281
2970	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LIV-V Pyramidal-Horizontal (+)220233p	1.494545828	4.430698579	344.1261974	44.89968981	0.21511177
2971	EC LI-II Multipolar-Pyramidal (+)231000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.496376911	4.545064589	306.0109852	50.64297222	0.22638428
2972	EC LIII-V Bipolar Pyramidal (+)223331	EC LIV-V Pyramidal-Horizontal (+)220233p	1.418994854	4.571691639	345.2212823	44.24304339	0.211622266
2973	EC LII Axo-Axonic (-)030000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.516341438	6.276210965	596.5025074	22.73708817	0.199938855
2974	EC LII Basket-Multipolar (-)230000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.593750497	6.576297752	575.7017829	26.25929605	0.208802292
2975	MEC LII Basket (-)031000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.655506244	6.184243691	603.5757983	23.1807165	0.20794394
2976	MEC LIII Superficial Trilayered Interneuron (-)333000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.552892404	6.251386742	581.8987916	23.72623582	0.217038115
2977	MEC LIII Superficial Multipolar Interneuron (-)233000	EC LIV-V Pyramidal-Horizontal (+)220233p	1.57359734	6.209748441	580.0512799	23.51151171	0.217740169
2978	MEC LIII Multipolar Interneuron (-)113220	EC LIV-V Pyramidal-Horizontal (+)220233p	1.559602082	6.368049161	582.0805672	23.63432717	0.217581294
2979	EC LIII Pyramidal-Looking Interneuron (-)023300	EC LIV-V Pyramidal-Horizontal (+)220233p	1.66006937	6.237653046	582.7910975	22.66165419	0.210389175
2980	CA1 Pyramidal (+)2223p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.426683504	3.926234797	296.1861345	76.94375596	0.166117608
2981	SUB EC-Projecting Pyramidal (+)331p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.477831115	4.324620585	334.976717	44.14474585	0.214903158
2982	MEC LII Stellate (+)331111p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.329236166	4.55367163	343.32043	48.7572776	0.210265599
2983	MEC LII Oblique Pyramidal (+)221100	EC LIV-VI Deep Multipolar Principal (+)000333p	1.393290041	4.944492579	309.155725	41.14961271	0.235114512
2984	MEC LII-III Pyramidal-Multiform (+)233111	EC LIV-VI Deep Multipolar Principal (+)000333p	1.196417613	5.553022765	380.2791175	52.13366684	0.192231133
2985	MEC LIII Complex Pyramidal (+)313300	EC LIV-VI Deep Multipolar Principal (+)000333p	1.482352139	4.619262728	352.1064091	43.75614613	0.209805348
2986	LEC LIII Complex Pyramidal (+)233310	EC LIV-VI Deep Multipolar Principal (+)000333p	1.50481588	4.536849126	354.7047806	43.92223658	0.211304659
2987	EC LIII Pyramidal (+)223111p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.503951479	4.194288446	352.9494747	43.56082347	0.216716898
2988	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LIV-VI Deep Multipolar Principal (+)000333p	1.474206415	4.656037674	357.0448486	42.90438786	0.210395511
2989	LEC LIII Multipolar Principal (+)113330	EC LIV-VI Deep Multipolar Principal (+)000333p	1.492415043	4.554233702	352.8127125	43.63884896	0.211140767
2990	MEC LIII Multipolar Principal (+)003310	EC LIV-VI Deep Multipolar Principal (+)000333p	1.490817007	4.60863507	347.3099389	45.60078044	0.21027083
2991	EC LIII-V Bipolar Pyramidal (+)223331	EC LIV-VI Deep Multipolar Principal (+)000333p	1.404642537	4.594327777	344.779729	44.50038962	0.210259602
2992	EC LIV-V Pyramidal-Horizontal (+)220233p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.442987224	4.650090425	384.0940979	50.38443681	0.221604369
2993	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.479295053	4.450922267	343.241931	45.26349515	0.213834989
2994	MEC LV Pyramidal (+)331131p	EC LIV-VI Deep Multipolar Principal (+)000333p	1.492277545	4.714332354	378.0783913	39.76629675	0.227460047
2995	EC LV Deep Pyramidal (+)220033	EC LIV-VI Deep Multipolar Principal (+)000333p	1.470823279	4.472329696	346.4298584	44.87760573	0.212601951
2996	MEC LV Superficial Pyramidal (+)213330	EC LIV-VI Deep Multipolar Principal (+)000333p	1.425797722	4.558520756	349.4302594	42.27938209	0.211014849
2997	MEC LV Multipolar-Pyramidal (+)001331	EC LIV-VI Deep Multipolar Principal (+)000333p	1.431549468	4.534967669	339.7797429	44.2635391	0.210701564
2998	MEC LV-VI Pyramidal-Polymorphic (+)000023	EC LIV-VI Deep Multipolar Principal (+)000333p	1.42469036	4.518975176	353.9535428	46.28644143	0.210252643
2999	LEC LVI Multipolar-Pyramidal (+)001133	EC LIV-VI Deep Multipolar Principal (+)000333p	1.562771266	4.481791774	336.0152101	45.22646197	0.212707017
3000	EC LIII Pyramidal-Looking Interneuron (-)023300	EC LIV-VI Deep Multipolar Principal (+)000333p	1.641682217	6.271592972	582.2765094	22.8945618	0.209341365
3001	CA1 Pyramidal (+)2223p	MEC LV Multipolar-Pyramidal (+)001331	1.441616573	3.953988502	289.6158457	78.35541925	0.16344492
3002	SUB EC-Projecting Pyramidal (+)331p	MEC LV Multipolar-Pyramidal (+)001331	1.498022044	4.421954725	328.051143	44.79963589	0.210098963
3003	MEC LV Pyramidal (+)331131p	MEC LV Multipolar-Pyramidal (+)001331	1.507397711	4.77233681	371.8149452	39.98477941	0.224112064
3004	MEC LII Stellate (+)331111p	MEC LV Multipolar-Pyramidal (+)001331	1.318166027	4.618701311	332.7809211	50.04645697	0.203559265
3005	MEC LIII Complex Pyramidal (+)313300	MEC LV Multipolar-Pyramidal (+)001331	1.493181053	4.669615677	345.0467752	44.60563297	0.206162463
3006	MEC LII-III Pyramidal-Multiform (+)233111	MEC LV Multipolar-Pyramidal (+)001331	1.202805275	5.618584985	376.6345928	53.03376092	0.188401675
3007	EC LIII Pyramidal (+)223111p	MEC LV Multipolar-Pyramidal (+)001331	1.515503532	4.247902591	346.6933442	44.59432176	0.213364239
3008	MEC LII Oblique Pyramidal (+)221100	MEC LV Multipolar-Pyramidal (+)001331	1.403425772	5.008904788	301.5955544	41.64093618	0.23091565
3009	EC LV Deep Pyramidal (+)220033	MEC LV Multipolar-Pyramidal (+)001331	1.486513724	4.534200979	340.2201792	45.54412661	0.208872312
3010	MEC LV Superficial Pyramidal (+)213330	MEC LV Multipolar-Pyramidal (+)001331	1.439113924	4.618404536	342.4617389	43.01051975	0.207768169
3011	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LV Multipolar-Pyramidal (+)001331	1.485660459	4.706383171	350.0156529	43.7443041	0.206745729
3012	MEC LIII Multipolar Principal (+)003310	MEC LV Multipolar-Pyramidal (+)001331	1.503157079	4.661925201	340.988823	46.23247281	0.20646133
3013	MEC LV Multipolar-Pyramidal (+)001331	MEC LV Multipolar-Pyramidal (+)001331	1.446832293	4.595267104	333.2300674	44.89604411	0.207326727
3014	EC LIV-V Pyramidal-Horizontal (+)220233p	MEC LV Multipolar-Pyramidal (+)001331	1.456384885	4.717257951	379.4658677	51.05281455	0.217204468
3015	EC LIV-VI Deep Multipolar Principal (+)000333p	MEC LV Multipolar-Pyramidal (+)001331	1.494638055	4.513829901	336.9154645	45.89725725	0.210083375
3016	EC LIII-V Bipolar Pyramidal (+)223331	MEC LV Multipolar-Pyramidal (+)001331	1.419116976	4.656056177	337.7358528	45.14153443	0.206940644
3017	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LV Multipolar-Pyramidal (+)001331	1.645741302	6.324247755	581.50463	22.45062629	0.206979461
3018	CA1 Pyramidal (+)2223p	EC LV Deep Pyramidal (+)220033	1.432987837	3.913589166	298.307161	76.52815068	0.165621764
3019	SUB EC-Projecting Pyramidal (+)331p	EC LV Deep Pyramidal (+)220033	1.482253455	4.316008715	337.8332794	43.71313027	0.21426627
3020	MEC LV Pyramidal (+)331131p	EC LV Deep Pyramidal (+)220033	1.496944653	4.70543786	381.0985332	39.27963177	0.227006126
3021	MEC LII Stellate (+)331111p	EC LV Deep Pyramidal (+)220033	1.334647988	4.547675437	346.5855174	48.29147369	0.209582084
3022	EC LI-II Pyramidal-Fan (+)331000p	EC LV Deep Pyramidal (+)220033	1.432937407	4.894970139	418.8452375	45.92425127	0.212309975
3023	MEC LIII Complex Pyramidal (+)313300	EC LV Deep Pyramidal (+)220033	1.487835519	4.610817806	355.2278421	43.3253746	0.209251649
3024	LEC LIII Complex Pyramidal (+)233310	EC LV Deep Pyramidal (+)220033	1.510943934	4.526320498	357.6370959	43.43217981	0.210837427
3025	MEC LII-III Pyramidal-Multiform (+)233111	EC LV Deep Pyramidal (+)220033	1.200597298	5.541847908	383.9633958	51.50636978	0.191800163
3026	EC LIII Pyramidal (+)223111p	EC LV Deep Pyramidal (+)220033	1.509469371	4.182511675	355.8696733	43.00969007	0.216294122
3027	EC LV Deep Pyramidal (+)220033	EC LV Deep Pyramidal (+)220033	1.47504189	4.460822347	349.6159565	44.41240551	0.212129263
3028	MEC LV Superficial Pyramidal (+)213330	EC LV Deep Pyramidal (+)220033	1.43114898	4.549132875	352.0614244	41.83129845	0.210553776
3029	MEC LIII Bipolar Complex Pyramidal (+)133100	EC LV Deep Pyramidal (+)220033	1.479487329	4.648252775	360.0024213	42.56403548	0.209912758
3030	LEC LIII Multipolar Principal (+)113330	EC LV Deep Pyramidal (+)220033	1.498679696	4.545653869	355.3657774	43.2289985	0.210704514
3031	MEC LIII Multipolar Principal (+)003310	EC LV Deep Pyramidal (+)220033	1.49677257	4.596807862	350.5951831	45.04436116	0.209848345
3032	MEC LV Multipolar-Pyramidal (+)001331	EC LV Deep Pyramidal (+)220033	1.436999568	4.523485749	342.4027233	43.79000643	0.210363634
3033	MEC LV-VI Pyramidal-Polymorphic (+)000023	EC LV Deep Pyramidal (+)220033	1.430349941	4.508679778	356.9827224	45.76321283	0.209831029
3034	LEC LVI Multipolar-Pyramidal (+)001133	EC LV Deep Pyramidal (+)220033	1.569426035	4.467420055	338.8619293	44.75610614	0.212349545
3035	EC LII-III Pyramidal-Tripolar (+)333000p	EC LV Deep Pyramidal (+)220033	1.399737643	4.672140646	567.7248226	35.9709591	0.202451641
3036	EC LIV-V Pyramidal-Horizontal (+)220233p	EC LV Deep Pyramidal (+)220033	1.44830027	4.640184357	387.8281889	49.83246858	0.221084691
3037	EC LIV-VI Deep Multipolar Principal (+)000333p	EC LV Deep Pyramidal (+)220033	1.483621608	4.441162307	346.0520332	44.72531828	0.21322802
3038	EC LI-II Multipolar-Pyramidal (+)231000	EC LV Deep Pyramidal (+)220033	1.485740592	4.558030079	307.6978167	50.39884753	0.224533266
3039	EC LIII-V Bipolar Pyramidal (+)223331	EC LV Deep Pyramidal (+)220033	1.410575316	4.582477474	347.327926	44.02222248	0.209853013
3040	EC LII Axo-Axonic (-)030000	EC LV Deep Pyramidal (+)220033	1.500640769	6.313066108	598.2160316	22.63275668	0.198427053
3041	EC LII Basket-Multipolar (-)230000	EC LV Deep Pyramidal (+)220033	1.578180695	6.614057036	577.3877782	26.08446244	0.207355023
3042	MEC LII Basket (-)031000	EC LV Deep Pyramidal (+)220033	1.640761797	6.219632768	605.0084143	23.0466998	0.206557734
3043	MEC LIII Superficial Trilayered Interneuron (-)333000	EC LV Deep Pyramidal (+)220033	1.538348166	6.289936353	583.3952527	23.61631395	0.2156522
3044	MEC LIII Superficial Multipolar Interneuron (-)233000	EC LV Deep Pyramidal (+)220033	1.557656326	6.246829668	581.4168061	23.31973997	0.216354754
3045	MEC LIII Multipolar Interneuron (-)113220	EC LV Deep Pyramidal (+)220033	1.545146488	6.401996908	583.3097653	23.53021391	0.216199541
3046	CA1 Pyramidal (+)2223p	MEC LV Superficial Pyramidal (+)213330	1.42915689	3.983464153	291.2162947	77.36291405	0.163075863
3047	SUB EC-Projecting Pyramidal (+)331p	MEC LV Superficial Pyramidal (+)213330	1.486070345	4.455024815	330.1535899	44.226549	0.209688529
3048	MEC LV Pyramidal (+)331131p	MEC LV Superficial Pyramidal (+)213330	1.4939729	4.802933647	374.2251651	39.57315723	0.223653599
3049	MEC LII Stellate (+)331111p	MEC LV Superficial Pyramidal (+)213330	1.308117234	4.658357629	335.1568862	49.36660484	0.203430126
3050	EC LI-II Pyramidal-Fan (+)331000p	MEC LV Superficial Pyramidal (+)213330	1.426809619	4.984383666	415.0369584	46.34534622	0.208444507
3051	MEC LIII Complex Pyramidal (+)313300	MEC LV Superficial Pyramidal (+)213330	1.479108414	4.70472141	347.8595844	44.08654433	0.20570067
3052	MEC LII-III Pyramidal-Multiform (+)233111	MEC LV Superficial Pyramidal (+)213330	1.191213587	5.662124759	379.9353196	52.46917694	0.187983791
3053	EC LIII Pyramidal (+)223111p	MEC LV Superficial Pyramidal (+)213330	1.499836986	4.279225398	348.6373845	44.11579306	0.213032404
3054	EC LIII Stellate (+)223000	MEC LV Superficial Pyramidal (+)213330	1.498292051	4.69246912	341.1457592	45.71560809	0.205558487
3055	MEC LII Oblique Pyramidal (+)221100	MEC LV Superficial Pyramidal (+)213330	1.391515585	5.045975834	303.338418	41.22985933	0.230902553
3056	EC LV Deep Pyramidal (+)220033	MEC LV Superficial Pyramidal (+)213330	1.472366658	4.570095309	342.4208506	44.99257196	0.208455536
3057	MEC LV Superficial Pyramidal (+)213330	MEC LV Superficial Pyramidal (+)213330	1.425447603	4.654048882	344.9346783	42.49370044	0.207311837
3058	MEC LIII Bipolar Complex Pyramidal (+)133100	MEC LV Superficial Pyramidal (+)213330	1.472361181	4.742062014	352.6437186	43.25617606	0.206350678
3059	MEC LIII Multipolar Principal (+)003310	MEC LV Superficial Pyramidal (+)213330	1.488733634	4.699694624	343.4444727	45.78716688	0.205984274
3060	MEC LV Multipolar-Pyramidal (+)001331	MEC LV Superficial Pyramidal (+)213330	1.432695255	4.631677166	335.4060436	44.41791151	0.206838765
3061	EC LII-III Pyramidal-Tripolar (+)333000p	MEC LV Superficial Pyramidal (+)213330	1.392830309	4.743060036	577.2197002	35.66427707	0.198564549
3062	EC LIV-V Pyramidal-Horizontal (+)220233p	MEC LV Superficial Pyramidal (+)213330	1.443401844	4.748079471	382.0588808	50.61239104	0.216758589
3063	EC LIV-VI Deep Multipolar Principal (+)000333p	MEC LV Superficial Pyramidal (+)213330	1.481210045	4.548265819	339.267931	45.30047252	0.209731528
3064	EC LIII Pyramidal-Stellate (+)223200p	MEC LV Superficial Pyramidal (+)213330	1.477406652	4.41291645	362.7530568	39.71452392	0.22295348
3065	EC LI-II Multipolar-Pyramidal (+)231000	MEC LV Superficial Pyramidal (+)213330	1.479188921	4.649680355	299.1979769	51.67170366	0.2207512
3066	EC LIII-V Bipolar Pyramidal (+)223331	MEC LV Superficial Pyramidal (+)213330	1.406209508	4.691234799	340.2677211	44.63552732	0.206556803
3067	MEC LII Basket (-)031000	MEC LV Superficial Pyramidal (+)213330	1.627716202	6.309264115	605.5459079	22.91688751	0.204040007
3068	MEC LIII Superficial Trilayered Interneuron (-)333000	MEC LV Superficial Pyramidal (+)213330	1.524380271	6.381549394	581.3746788	23.44336838	0.214006439
3069	MEC LIII Superficial Multipolar Interneuron (-)233000	MEC LV Superficial Pyramidal (+)213330	1.544018722	6.33975747	579.4835752	23.2371456	0.214757168
3070	MEC LIII Multipolar Interneuron (-)113220	MEC LV Superficial Pyramidal (+)213330	1.532245088	6.501469082	581.3367724	23.38589572	0.214591186
3071	EC LIII Pyramidal-Looking Interneuron (-)023300	MEC LV Superficial Pyramidal (+)213330	1.632217922	6.363662318	582.145775	22.41419595	0.206849256
3072	CA1 Pyramidal (+)2223p	MEC LV Pyramidal (+)331131p	1.389638556	4.076138205	298.9596562	75.35980725	0.164939669
